  2.403846E-04  2.552432E+01
  2.433413E-04  2.552432E+01
  2.463344E-04  2.552432E+01
  2.493644E-04  2.552432E+01
  2.524315E-04  2.552432E+01
  2.555364E-04  2.552432E+01
  2.586795E-04  2.552432E+01
  2.618613E-04  2.552432E+01
  2.650822E-04  2.552432E+01
  2.683427E-04  2.552432E+01
  2.716433E-04  2.552432E+01
  2.749845E-04  2.552432E+01
  2.783668E-04  2.552432E+01
  2.817908E-04  2.552432E+01
  2.852568E-04  2.552432E+01
  2.887654E-04  2.552432E+01
  2.923173E-04  2.552432E+01
  2.959128E-04  2.552432E+01
  2.995525E-04  2.552432E+01
  3.032370E-04  2.552432E+01
  3.069668E-04  2.552432E+01
  3.107425E-04  2.552432E+01
  3.145646E-04  2.552432E+01
  3.184338E-04  2.552432E+01
  3.223505E-04  2.552432E+01
  3.263154E-04  2.552432E+01
  3.303291E-04  2.552432E+01
  3.343921E-04  2.552432E+01
  3.385052E-04  2.552432E+01
  3.426688E-04  2.552432E+01
  3.468836E-04  2.552432E+01
  3.511503E-04  2.552432E+01
  3.554694E-04  2.552432E+01
  3.598417E-04  2.552432E+01
  3.642677E-04  2.552432E+01
  3.687482E-04  2.552432E+01
  3.732838E-04  2.552432E+01
  3.778752E-04  2.552432E+01
  3.825231E-04  2.552432E+01
  3.872281E-04  2.552432E+01
  3.919910E-04  2.552432E+01
  3.968125E-04  2.552432E+01
  4.016933E-04  2.552432E+01
  4.066342E-04  2.552432E+01
  4.116358E-04  2.552432E+01
  4.166989E-04  2.552432E+01
  4.218243E-04  2.552432E+01
  4.270127E-04  2.552432E+01
  4.322650E-04  2.552432E+01
  4.375818E-04  2.552432E+01
  4.429641E-04  2.552432E+01
  4.484125E-04  2.552432E+01
  4.539280E-04  2.552432E+01
  4.595113E-04  2.552432E+01
  4.651633E-04  2.552432E+01
  4.708848E-04  2.552432E+01
  4.766767E-04  2.552432E+01
  4.825398E-04  2.552432E+01
  4.884751E-04  2.552432E+01
  4.944833E-04  2.552432E+01
  5.005655E-04  2.552432E+01
  5.067224E-04  2.552432E+01
  5.129551E-04  2.552432E+01
  5.192644E-04  2.552432E+01
  5.256514E-04  2.552432E+01
  5.321169E-04  2.552432E+01
  5.386620E-04  2.552432E+01
  5.452875E-04  2.552432E+01
  5.519945E-04  2.552432E+01
  5.587841E-04  2.552432E+01
